년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,데이터기준일자
2018-01,서귀포시,남원읍,건강보조식품 소매업,7,789000,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,골프장 운영업,3277,484029251,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,과실 및 채소 소매업,1251,103272305,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,관광 민예품 및 선물용품 소매업,147,5320500,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,그외 기타 종합 소매업,9,5640000,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,기타 외국식 음식점업,173,4998000,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,기타 주점업,181,30267000,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,기타음식료품위주종합소매업,8313,325416720,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,비알콜 음료점업,432,5110800,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,빵 및 과자류 소매업,1003,13434780,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,서양식 음식점업,2660,48084140,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,수산물 소매업,254,32195623,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,슈퍼마켓,3466,92992380,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,스포츠 및 레크레이션 용품 임대업,219,7098300,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,여관업,185,21222900,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,욕탕업,24,409500,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,육류 소매업,616,35235290,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,일반유흥 주점업,118,25700000,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,일식 음식점업,645,64090500,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,전시 및 행사 대행업,1151,38565500,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,중식 음식점업,547,16013500,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,차량용 가스 충전업,288,28677810,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,차량용 주유소 운영업,6602,422083972,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,체인화 편의점,8907,98943550,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",471,11932060,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,한식 음식점업,9949,467551076,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,화장품 및 방향제 소매업,105,3816200,15559582.61,2020-12-15
2018-01,서귀포시,남원읍,휴양콘도 운영업,3559,184375670,15559582.61,2020-12-15
2018-01,서귀포시,대륜동,건강보조식품 소매업,225,34499910,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,과실 및 채소 소매업,659,115976229,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,관광 민예품 및 선물용품 소매업,27,486800,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,그외 기타 종합 소매업,22,14780000,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,기타 대형 종합 소매업,24166,1518752900,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,기타 외국식 음식점업,1200,58721500,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,기타 주점업,31,7150000,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,기타음식료품위주종합소매업,1777,51669470,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,내항 여객 운송업,2,43300,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,비알콜 음료점업,1850,16939897,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,빵 및 과자류 소매업,2050,35032540,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,서양식 음식점업,2510,62150250,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,수산물 소매업,137,10955500,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,슈퍼마켓,2717,69264735,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,여관업,1299,152014337,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,욕탕업,124,9901500,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,육류 소매업,31,2431300,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,일반유흥 주점업,106,11287000,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,일식 음식점업,827,37512000,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,전시 및 행사 대행업,317,13863500,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,중식 음식점업,1446,41868650,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,차량용 가스 충전업,398,13273046,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,차량용 주유소 운영업,6133,352900745,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,체인화 편의점,18651,175415640,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,"피자, 햄버거, 샌드위치 및 유사 음식점업",447,15140635,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,한식 음식점업,13823,606206727,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,호텔업,26,9608000,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,화장품 및 방향제 소매업,12,2074000,15981159.24,2020-12-15
2018-01,서귀포시,대륜동,휴양콘도 운영업,48,99405500,15981159.24,2020-12-15
2018-01,서귀포시,대정읍,건강보조식품 소매업,35,7267050,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,과실 및 채소 소매업,496,28288010,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,관광 민예품 및 선물용품 소매업,4,1570000,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,그외 기타 분류안된 오락관련 서비스업,17,944000,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,그외 기타 종합 소매업,4,1350000,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,기타 외국식 음식점업,181,3454100,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,기타 주점업,298,66556100,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,기타음식료품위주종합소매업,894,36505590,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,비알콜 음료점업,1385,25147190,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,빵 및 과자류 소매업,4548,58289760,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,서양식 음식점업,2696,76166160,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,수산물 소매업,862,106990080,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,슈퍼마켓,16190,638435970,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,스포츠 및 레크레이션 용품 임대업,442,34155800,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,여관업,487,51836600,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,욕탕업,128,5686000,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,육류 소매업,520,32775180,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,일반유흥 주점업,537,118686000,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,일식 음식점업,942,83462108,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,전시 및 행사 대행업,95,877800,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,중식 음식점업,2163,68216423,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,차량용 가스 충전업,157,17239700,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,차량용 주유소 운영업,8001,558500830,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,체인화 편의점,18353,198947973,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",2063,43271750,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,한식 음식점업,18471,987337340,17485798.33,2020-12-15
2018-01,서귀포시,대정읍,화장품 및 방향제 소매업,220,7948960,17485798.33,2020-12-15
2018-01,서귀포시,대천동,건강보조식품 소매업,16,2429500,9229592.656,2020-12-15
2018-01,서귀포시,대천동,과실 및 채소 소매업,713,92103050,9229592.656,2020-12-15
2018-01,서귀포시,대천동,관광 민예품 및 선물용품 소매업,12,616500,9229592.656,2020-12-15
2018-01,서귀포시,대천동,기타 외국식 음식점업,1084,32066400,9229592.656,2020-12-15
2018-01,서귀포시,대천동,기타음식료품위주종합소매업,19,492100,9229592.656,2020-12-15
2018-01,서귀포시,대천동,비알콜 음료점업,1022,7757280,9229592.656,2020-12-15
2018-01,서귀포시,대천동,빵 및 과자류 소매업,3650,53851897,9229592.656,2020-12-15
2018-01,서귀포시,대천동,서양식 음식점업,1809,56211670,9229592.656,2020-12-15
2018-01,서귀포시,대천동,수산물 소매업,357,39585700,9229592.656,2020-12-15
2018-01,서귀포시,대천동,슈퍼마켓,5998,149266070,9229592.656,2020-12-15
2018-01,서귀포시,대천동,스포츠 및 레크레이션 용품 임대업,36,11914900,9229592.656,2020-12-15
2018-01,서귀포시,대천동,여관업,744,194228980,9229592.656,2020-12-15
2018-01,서귀포시,대천동,여행사업,2,730000,9229592.656,2020-12-15
2018-01,서귀포시,대천동,육류 소매업,37,1799570,9229592.656,2020-12-15
2018-01,서귀포시,대천동,일반유흥 주점업,3,2200000,9229592.656,2020-12-15
2018-01,서귀포시,대천동,일식 음식점업,864,55337000,9229592.656,2020-12-15
2018-01,서귀포시,대천동,전시 및 행사 대행업,10,895000,9229592.656,2020-12-15
2018-01,서귀포시,대천동,중식 음식점업,308,12370000,9229592.656,2020-12-15
2018-01,서귀포시,대천동,차량용 주유소 운영업,7503,390742246,9229592.656,2020-12-15
2018-01,서귀포시,대천동,체인화 편의점,16371,180300530,9229592.656,2020-12-15
2018-01,서귀포시,대천동,"피자, 햄버거, 샌드위치 및 유사 음식점업",5185,67063980,9229592.656,2020-12-15
2018-01,서귀포시,대천동,한식 음식점업,13132,478965436,9229592.656,2020-12-15
2018-01,서귀포시,대천동,호텔업,288,33438630,9229592.656,2020-12-15
2018-01,서귀포시,대천동,화장품 및 방향제 소매업,52,1471150,9229592.656,2020-12-15
2018-01,서귀포시,대천동,휴양콘도 운영업,711,89009978,9229592.656,2020-12-15
2018-01,서귀포시,동홍동,건강보조식품 소매업,37,6400100,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,과실 및 채소 소매업,609,48496960,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,관광 민예품 및 선물용품 소매업,130,7995470,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,그외 기타 종합 소매업,33,3552500,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,기타 대형 종합 소매업,12024,752921360,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,기타 외국식 음식점업,782,30625000,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,기타음식료품위주종합소매업,1035,38109240,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,마사지업,7,239500,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,비알콜 음료점업,1814,20509190,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,빵 및 과자류 소매업,2735,34400900,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,서양식 음식점업,1662,36321160,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,수산물 소매업,241,18299000,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,슈퍼마켓,25980,915102760,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,스포츠 및 레크레이션 용품 임대업,974,60760500,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,여관업,110,9283500,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,여행사업,1,140000,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,육류 소매업,688,45025996,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,일식 음식점업,1062,101977500,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,전시 및 행사 대행업,112,1959000,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,중식 음식점업,618,19976200,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,차량용 가스 충전업,946,44384422,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,차량용 주유소 운영업,3720,220905528,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,체인화 편의점,16974,165944650,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",1905,46778800,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,한식 음식점업,14113,741625558,18264222.17,2020-12-15
2018-01,서귀포시,동홍동,화장품 및 방향제 소매업,5,300000,18264222.17,2020-12-15
2018-01,서귀포시,서홍동,과실 및 채소 소매업,64,4253600,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,관광 민예품 및 선물용품 소매업,43,1983700,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,그외 기타 종합 소매업,1,810000,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,기타 외국식 음식점업,998,20431100,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,기타음식료품위주종합소매업,28,1360090,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,내항 여객 운송업,505,54493500,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,비알콜 음료점업,1234,11734850,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,빵 및 과자류 소매업,340,4452300,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,서양식 음식점업,1369,23887750,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,수산물 소매업,136,15896000,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,슈퍼마켓,629,16326210,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,스포츠 및 레크레이션 용품 임대업,2,62000,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,여관업,47,2363600,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,욕탕업,849,10462400,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,육류 소매업,72,2343900,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,일식 음식점업,41,2465800,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,전시 및 행사 대행업,84,2310500,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,중식 음식점업,701,18057000,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,차량용 가스 충전업,245,32833260,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,차량용 주유소 운영업,2991,188552973,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,체인화 편의점,10776,97671050,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",462,7063100,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,한식 음식점업,6733,258137400,6487279.695,2020-12-15
2018-01,서귀포시,서홍동,화장품 및 방향제 소매업,28,887530,6487279.695,2020-12-15
2018-01,서귀포시,성산읍,건강보조식품 소매업,7,745000,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,과실 및 채소 소매업,1682,117717688,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,관광 민예품 및 선물용품 소매업,2076,45536650,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,그외 기타 스포츠시설 운영업,145,6309200,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,그외 기타 종합 소매업,2,1500000,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,기타 외국식 음식점업,368,29230200,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,기타 주점업,152,29075000,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,기타음식료품위주종합소매업,5433,253348520,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,비알콜 음료점업,3193,44778313,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,빵 및 과자류 소매업,4164,56971720,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,서양식 음식점업,3459,88489770,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,수산물 소매업,921,175654200,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,슈퍼마켓,9464,274787995,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,스포츠 및 레크레이션 용품 임대업,64,2776000,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,여관업,2034,190504458,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,욕탕업,58,1049000,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,육류 소매업,492,26222500,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,일반유흥 주점업,470,85245100,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,일식 음식점업,815,66291416,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,전시 및 행사 대행업,2810,263634530,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,중식 음식점업,949,30200200,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,차량용 가스 충전업,287,29028462,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,차량용 주유소 운영업,7571,498839305,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,체인화 편의점,23499,251744838,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",2173,35364160,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,한식 음식점업,26318,1281939398,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,호텔업,33,1920000,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,화장품 및 방향제 소매업,387,13880320,15980584.65,2020-12-15
2018-01,서귀포시,성산읍,휴양콘도 운영업,1670,200158747,15980584.65,2020-12-15
2018-01,서귀포시,송산동,건강보조식품 소매업,134,21126790,21188818.56,2020-12-15
2018-01,서귀포시,송산동,과실 및 채소 소매업,4857,270562306,21188818.56,2020-12-15
2018-01,서귀포시,송산동,관광 민예품 및 선물용품 소매업,1688,50717330,21188818.56,2020-12-15
2018-01,서귀포시,송산동,그외 기타 스포츠시설 운영업,1,300000,21188818.56,2020-12-15
2018-01,서귀포시,송산동,그외 기타 종합 소매업,39,6302500,21188818.56,2020-12-15
2018-01,서귀포시,송산동,기타 대형 종합 소매업,12024,752921360,21188818.56,2020-12-15
2018-01,서귀포시,송산동,기타 외국식 음식점업,1610,80440000,21188818.56,2020-12-15
2018-01,서귀포시,송산동,기타 주점업,1144,235651000,21188818.56,2020-12-15
2018-01,서귀포시,송산동,기타음식료품위주종합소매업,4461,257230120,21188818.56,2020-12-15
2018-01,서귀포시,송산동,마사지업,10,649500,21188818.56,2020-12-15
2018-01,서귀포시,송산동,비알콜 음료점업,5458,66226310,21188818.56,2020-12-15
2018-01,서귀포시,송산동,빵 및 과자류 소매업,10540,165537900,21188818.56,2020-12-15
2018-01,서귀포시,송산동,서양식 음식점업,6745,166496350,21188818.56,2020-12-15
2018-01,서귀포시,송산동,수산물 소매업,4284,347783160,21188818.56,2020-12-15
2018-01,서귀포시,송산동,슈퍼마켓,35941,1125965577,21188818.56,2020-12-15
2018-01,서귀포시,송산동,스포츠 및 레크레이션 용품 임대업,3895,582107350,21188818.56,2020-12-15
2018-01,서귀포시,송산동,여관업,3816,611042170,21188818.56,2020-12-15
2018-01,서귀포시,송산동,여행사업,53,683000,21188818.56,2020-12-15
2018-01,서귀포시,송산동,욕탕업,29,673700,21188818.56,2020-12-15
2018-01,서귀포시,송산동,육류 소매업,3260,217256754,21188818.56,2020-12-15
2018-01,서귀포시,송산동,일반유흥 주점업,2974,750481222,21188818.56,2020-12-15
2018-01,서귀포시,송산동,일식 음식점업,6383,612314310,21188818.56,2020-12-15
2018-01,서귀포시,송산동,전시 및 행사 대행업,278,5953950,21188818.56,2020-12-15
2018-01,서귀포시,송산동,중식 음식점업,3872,127678000,21188818.56,2020-12-15
2018-01,서귀포시,송산동,차량용 가스 충전업,1017,51313672,21188818.56,2020-12-15
2018-01,서귀포시,송산동,차량용 주유소 운영업,14435,970482095,21188818.56,2020-12-15
2018-01,서귀포시,송산동,체인화 편의점,57560,597456700,21188818.56,2020-12-15
2018-01,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",9596,151902200,21188818.56,2020-12-15
2018-01,서귀포시,송산동,한식 음식점업,52884,2775416580,21188818.56,2020-12-15
2018-01,서귀포시,송산동,호텔업,688,93354785,21188818.56,2020-12-15
2018-01,서귀포시,송산동,화장품 및 방향제 소매업,2017,133569630,21188818.56,2020-12-15
2018-01,서귀포시,송산동,휴양콘도 운영업,7,1010000,21188818.56,2020-12-15
2018-01,서귀포시,안덕면,건강보조식품 소매업,3,329000,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,골프장 운영업,1976,308420448,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,과실 및 채소 소매업,997,56447390,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,관광 민예품 및 선물용품 소매업,597,19526300,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,그외 기타 분류안된 오락관련 서비스업,23,1172000,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,그외 기타 스포츠시설 운영업,104,4224800,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,그외 기타 종합 소매업,3,2200000,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,기타 외국식 음식점업,322,19948500,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,기타 주점업,58,9550000,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,기타음식료품위주종합소매업,4036,166130350,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,비알콜 음료점업,1432,23480860,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,빵 및 과자류 소매업,985,18583000,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,서양식 음식점업,12848,366320225,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,수산물 소매업,335,22870900,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,슈퍼마켓,1970,40901210,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,스포츠 및 레크레이션 용품 임대업,416,21969700,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,여관업,4848,128561090,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,욕탕업,2814,68725300,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,육류 소매업,5,1690000,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,일반유흥 주점업,12,3420000,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,일식 음식점업,210,15541000,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,전시 및 행사 대행업,9702,286113526,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,중식 음식점업,782,22124810,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,차량용 가스 충전업,100,7179000,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,차량용 주유소 운영업,8430,558594850,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,체인화 편의점,22996,231352280,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,"피자, 햄버거, 샌드위치 및 유사 음식점업",706,23358200,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,한식 음식점업,15769,938410355,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,화장품 및 방향제 소매업,2124,48055450,18587691.57,2020-12-15
2018-01,서귀포시,안덕면,휴양콘도 운영업,3601,382904736,18587691.57,2020-12-15
2018-01,서귀포시,영천동,건강보조식품 소매업,2,90000,6073651.207,2020-12-15
2018-01,서귀포시,영천동,골프장 운영업,785,178229410,6073651.207,2020-12-15
2018-01,서귀포시,영천동,과실 및 채소 소매업,99,25326900,6073651.207,2020-12-15
2018-01,서귀포시,영천동,그외 기타 종합 소매업,9,227600,6073651.207,2020-12-15
2018-01,서귀포시,영천동,기타음식료품위주종합소매업,694,35635640,6073651.207,2020-12-15
2018-01,서귀포시,영천동,서양식 음식점업,270,6404400,6073651.207,2020-12-15
2018-01,서귀포시,영천동,수산물 소매업,20,2800000,6073651.207,2020-12-15
2018-01,서귀포시,영천동,슈퍼마켓,9181,838088572,6073651.207,2020-12-15
2018-01,서귀포시,영천동,스포츠 및 레크레이션 용품 임대업,24,4318500,6073651.207,2020-12-15
2018-01,서귀포시,영천동,여관업,195,9125600,6073651.207,2020-12-15
2018-01,서귀포시,영천동,육류 소매업,654,37667430,6073651.207,2020-12-15
2018-01,서귀포시,영천동,전시 및 행사 대행업,201,4842350,6073651.207,2020-12-15
2018-01,서귀포시,영천동,중식 음식점업,633,21810000,6073651.207,2020-12-15
2018-01,서귀포시,영천동,차량용 가스 충전업,113,16596880,6073651.207,2020-12-15
2018-01,서귀포시,영천동,차량용 주유소 운영업,9266,660632964,6073651.207,2020-12-15
2018-01,서귀포시,영천동,체인화 편의점,3946,40917590,6073651.207,2020-12-15
2018-01,서귀포시,영천동,한식 음식점업,4572,305742000,6073651.207,2020-12-15
2018-01,서귀포시,영천동,호텔업,649,89739785,6073651.207,2020-12-15
2018-01,서귀포시,영천동,휴양콘도 운영업,7,1010000,6073651.207,2020-12-15
2018-01,서귀포시,예래동,골프장 운영업,1349,198735700,8508221.576,2020-12-15
2018-01,서귀포시,예래동,과실 및 채소 소매업,176,19524500,8508221.576,2020-12-15
2018-01,서귀포시,예래동,관광 민예품 및 선물용품 소매업,225,7717100,8508221.576,2020-12-15
2018-01,서귀포시,예래동,그외 기타 종합 소매업,6,840000,8508221.576,2020-12-15
2018-01,서귀포시,예래동,기타 갬블링 및 베팅업,2,11000000,8508221.576,2020-12-15
2018-01,서귀포시,예래동,기타음식료품위주종합소매업,137,1760000,8508221.576,2020-12-15
2018-01,서귀포시,예래동,내항 여객 운송업,7,4430000,8508221.576,2020-12-15
2018-01,서귀포시,예래동,면세점,9,2517650,8508221.576,2020-12-15
2018-01,서귀포시,예래동,비알콜 음료점업,2415,35564300,8508221.576,2020-12-15
2018-01,서귀포시,예래동,빵 및 과자류 소매업,385,5941290,8508221.576,2020-12-15
2018-01,서귀포시,예래동,서양식 음식점업,3618,116257540,8508221.576,2020-12-15
2018-01,서귀포시,예래동,수산물 소매업,320,28388000,8508221.576,2020-12-15
2018-01,서귀포시,예래동,슈퍼마켓,408,7575260,8508221.576,2020-12-15
2018-01,서귀포시,예래동,스포츠 및 레크레이션 용품 임대업,316,33318400,8508221.576,2020-12-15
2018-01,서귀포시,예래동,여관업,1463,357162302,8508221.576,2020-12-15
2018-01,서귀포시,예래동,욕탕업,162,7624500,8508221.576,2020-12-15
2018-01,서귀포시,예래동,육류 소매업,13,270000,8508221.576,2020-12-15
2018-01,서귀포시,예래동,일반유흥 주점업,435,25496000,8508221.576,2020-12-15
2018-01,서귀포시,예래동,일식 음식점업,125,15881000,8508221.576,2020-12-15
2018-01,서귀포시,예래동,전시 및 행사 대행업,2908,107999850,8508221.576,2020-12-15
2018-01,서귀포시,예래동,중식 음식점업,410,12577000,8508221.576,2020-12-15
2018-01,서귀포시,예래동,차량용 가스 충전업,146,22542350,8508221.576,2020-12-15
2018-01,서귀포시,예래동,차량용 주유소 운영업,5337,297867218,8508221.576,2020-12-15
2018-01,서귀포시,예래동,체인화 편의점,15434,183120620,8508221.576,2020-12-15
2018-01,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",2734,36456250,8508221.576,2020-12-15
2018-01,서귀포시,예래동,한식 음식점업,11652,885521110,8508221.576,2020-12-15
2018-01,서귀포시,예래동,호텔업,5423,1765693775,8508221.576,2020-12-15
2018-01,서귀포시,예래동,화장품 및 방향제 소매업,47,1106820,8508221.576,2020-12-15
2018-01,서귀포시,예래동,휴양콘도 운영업,209,97571744,8508221.576,2020-12-15
2018-01,서귀포시,정방동,건강보조식품 소매업,97,14726690,5340965.659,2020-12-15
2018-01,서귀포시,정방동,과실 및 채소 소매업,4178,202317446,5340965.659,2020-12-15
2018-01,서귀포시,정방동,관광 민예품 및 선물용품 소매업,1558,42721860,5340965.659,2020-12-15
2018-01,서귀포시,정방동,그외 기타 스포츠시설 운영업,1,300000,5340965.659,2020-12-15
